yy,gear,area,flag,lat_short,lon_short,school,alb_mt,bet_mt,skj_mt,yft_mt,lat5,lon5
2009,S,ES,EC,10S,090W,-9,0,0,0,0,-7.5,272.5
2012,S,ES,EC,10S,090W,-9,0,0,0,0,-7.5,272.5
2013,S,ES,EC,10S,090W,-9,0,0,0,0,-7.5,272.5
2000,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2001,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2002,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2003,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2004,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2005,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2006,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2007,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2008,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2009,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2010,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2011,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2012,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2013,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2014,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2015,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2016,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2017,S,ES,EP,10S,090W,-9,0,0,0,0,-7.5,272.5
2010,S,ES,ES,10S,090W,-9,0,0,0,0,-7.5,272.5
2017,S,ES,US,10S,090W,-9,0,0,0,0,-7.5,272.5
2018,S,ES,US,10S,090W,-9,0,0,0,0,-7.5,272.5
2009,S,ES,EC,15S,090W,-9,0,0,0,0,-12.5,272.5
2010,S,ES,EC,15S,090W,-9,0,0,0,0,-12.5,272.5
2015,S,ES,EC,15S,090W,-9,0,0,0,0,-12.5,272.5
2000,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2001,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2002,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2003,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2004,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2005,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2006,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2007,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2008,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2009,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2010,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2011,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2012,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2013,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2014,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2015,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2016,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2017,S,ES,EP,15S,090W,-9,0,0,0,0,-12.5,272.5
2010,S,ES,ES,15S,090W,-9,0,0,0,0,-12.5,272.5
2020,S,ES,US,15S,090W,-9,0,0,0,0,-12.5,272.5
2009,S,ES,EC,20S,090W,-9,0,0,0,0,-17.5,272.5
2014,S,ES,EC,20S,090W,-9,0,0,0,0,-17.5,272.5
2000,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2001,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2002,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2003,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2004,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2005,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2006,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2007,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2008,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2009,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2010,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2011,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2012,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2013,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2014,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2015,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2016,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2017,S,ES,EP,20S,090W,-9,0,0,0,0,-17.5,272.5
2020,S,ES,US,20S,090W,-9,0,0,0,0,-17.5,272.5
2006,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2007,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2008,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2009,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2010,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2012,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2013,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2014,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2015,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2017,S,ES,EP,25S,090W,-9,0,0,0,0,-22.5,272.5
2020,S,ES,US,25S,090W,-9,0,0,0,0,-22.5,272.5
2008,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2010,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2011,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2013,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2014,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2015,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2018,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2019,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2020,S,EN,EC,00N,095W,-9,0,0,0,0,2.5,267.5
2000,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2001,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2002,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2003,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2004,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2005,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2006,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2007,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2008,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2009,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2010,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2011,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2012,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2013,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2014,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2015,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2016,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2017,S,EN,EP,00N,095W,-9,0,0,0,0,2.5,267.5
2000,S,EN,ES,00N,095W,-9,0,0,0,0,2.5,267.5
2010,S,EN,ES,00N,095W,-9,0,0,0,0,2.5,267.5
2013,S,EN,ES,00N,095W,-9,0,0,0,0,2.5,267.5
2018,S,EN,US,00N,095W,-9,0,0,0,0,2.5,267.5
2019,S,EN,US,00N,095W,-9,0,0,0,0,2.5,267.5
2010,S,EN,EC,05N,095W,-9,0,0,0,0,7.5,267.5
2011,S,EN,EC,05N,095W,-9,0,0,0,0,7.5,267.5
2013,S,EN,EC,05N,095W,-9,0,0,0,0,7.5,267.5
2000,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2001,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2002,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2003,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2004,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2005,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2006,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2007,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2008,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2009,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2010,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2011,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2012,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2013,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2014,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2015,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2016,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2017,S,EN,EP,05N,095W,-9,0,0,0,0,7.5,267.5
2000,S,EN,ES,05N,095W,-9,0,0,0,0,7.5,267.5
2010,S,EN,ES,05N,095W,-9,0,0,0,0,7.5,267.5
2014,S,EN,SV,05N,095W,-9,0,0,0,0,7.5,267.5
2019,S,EN,SV,05N,095W,-9,0,0,0,0,7.5,267.5
2015,S,EN,US,05N,095W,-9,0,0,0,0,7.5,267.5
2017,S,EN,US,05N,095W,-9,0,0,0,0,7.5,267.5
2018,S,EN,US,05N,095W,-9,0,0,0,0,7.5,267.5
2019,S,EN,US,05N,095W,-9,0,0,0,0,7.5,267.5
2020,S,EN,US,05N,095W,-9,0,0,0,0,7.5,267.5
2008,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2009,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2010,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2011,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2012,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2013,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2014,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2015,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2016,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2017,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2018,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2019,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2020,S,ES,EC,05S,095W,-9,0,0,0,0,-2.5,267.5
2000,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2001,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2002,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2003,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2004,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2005,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2006,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2007,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2008,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2009,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2010,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2011,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2012,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2013,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2014,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2015,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2016,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2017,S,ES,EP,05S,095W,-9,0,0,0,0,-2.5,267.5
2000,S,ES,ES,05S,095W,-9,0,0,0,0,-2.5,267.5
2010,S,ES,ES,05S,095W,-9,0,0,0,0,-2.5,267.5
2000,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2001,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2002,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2003,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2004,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2005,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2006,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2007,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2008,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2009,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2010,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2011,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2012,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2013,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2014,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2015,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2016,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2017,S,EN,EP,10N,095W,-9,0,0,0,0,12.5,267.5
2000,S,EN,ES,10N,095W,-9,0,0,0,0,12.5,267.5
2008,S,ES,EC,10S,095W,-9,0,0,0,0,-7.5,267.5
2009,S,ES,EC,10S,095W,-9,0,0,0,0,-7.5,267.5
2011,S,ES,EC,10S,095W,-9,0,0,0,0,-7.5,267.5
2012,S,ES,EC,10S,095W,-9,0,0,0,0,-7.5,267.5
2014,S,ES,EC,10S,095W,-9,0,0,0,0,-7.5,267.5
2000,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2001,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2002,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2003,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2004,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2005,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2006,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2007,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2008,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2009,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2010,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2011,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2012,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2013,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2014,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2015,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2016,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2017,S,ES,EP,10S,095W,-9,0,0,0,0,-7.5,267.5
2010,S,ES,ES,10S,095W,-9,0,0,0,0,-7.5,267.5
2017,S,ES,US,10S,095W,-9,0,0,0,0,-7.5,267.5
2000,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2001,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2004,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2005,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2006,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2007,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2008,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2011,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2012,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2014,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2015,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2016,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2017,S,EN,EP,15N,095W,-9,0,0,0,0,17.5,267.5
2009,S,ES,EC,15S,095W,-9,0,0,0,0,-12.5,267.5
2010,S,ES,EC,15S,095W,-9,0,0,0,0,-12.5,267.5
2013,S,ES,EC,15S,095W,-9,0,0,0,0,-12.5,267.5
2015,S,ES,EC,15S,095W,-9,0,0,0,0,-12.5,267.5
2000,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2001,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2002,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2003,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2004,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2005,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2006,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2007,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2008,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2009,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2010,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2011,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2012,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2013,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2014,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2015,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2016,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2017,S,ES,EP,15S,095W,-9,0,0,0,0,-12.5,267.5
2010,S,ES,ES,15S,095W,-9,0,0,0,0,-12.5,267.5
2018,S,ES,US,15S,095W,-9,0,0,0,0,-12.5,267.5
2014,S,ES,EC,20S,095W,-9,0,0,0,0,-17.5,267.5
2000,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2001,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2002,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2003,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2004,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2005,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2006,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2007,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2008,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2009,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2010,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2011,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2012,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2013,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2014,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2015,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2016,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2017,S,ES,EP,20S,095W,-9,0,0,0,0,-17.5,267.5
2008,S,ES,EP,25S,095W,-9,0,0,0,0,-22.5,267.5
2010,S,ES,EP,25S,095W,-9,0,0,0,0,-22.5,267.5
2007,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2008,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2010,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2011,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2013,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2014,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2015,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2016,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2017,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2018,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2019,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2020,S,EN,EC,00N,100W,-9,0,0,0,0,2.5,262.5
2000,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2001,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2002,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2003,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2004,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2005,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2006,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2007,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2008,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2009,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2010,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2011,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2012,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2013,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2014,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2015,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2016,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2017,S,EN,EP,00N,100W,-9,0,0,0,0,2.5,262.5
2000,S,EN,ES,00N,100W,-9,0,0,0,0,2.5,262.5
2010,S,EN,ES,00N,100W,-9,0,0,0,0,2.5,262.5
2014,S,EN,SV,00N,100W,-9,0,0,0,0,2.5,262.5
2017,S,EN,SV,00N,100W,-9,0,0,0,0,2.5,262.5
2019,S,EN,SV,00N,100W,-9,0,0,0,0,2.5,262.5
2009,S,EN,US,00N,100W,-9,0,0,0,0,2.5,262.5
2017,S,EN,US,00N,100W,-9,0,0,0,0,2.5,262.5
2018,S,EN,US,00N,100W,-9,0,0,0,0,2.5,262.5
2019,S,EN,US,00N,100W,-9,0,0,0,0,2.5,262.5
2020,S,EN,US,00N,100W,-9,0,0,0,0,2.5,262.5
2010,S,EN,EC,05N,100W,-9,0,0,0,0,7.5,262.5
2011,S,EN,EC,05N,100W,-9,0,0,0,0,7.5,262.5
2013,S,EN,EC,05N,100W,-9,0,0,0,0,7.5,262.5
2018,S,EN,EC,05N,100W,-9,0,0,0,0,7.5,262.5
2019,S,EN,EC,05N,100W,-9,0,0,0,0,7.5,262.5
2000,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2001,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2002,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2003,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2004,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2005,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2006,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2007,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2008,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2009,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2010,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2011,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2012,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2013,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2014,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2015,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2016,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2017,S,EN,EP,05N,100W,-9,0,0,0,0,7.5,262.5
2000,S,EN,ES,05N,100W,-9,0,0,0,0,7.5,262.5
2010,S,EN,ES,05N,100W,-9,0,0,0,0,7.5,262.5
2017,S,EN,US,05N,100W,-9,0,0,0,0,7.5,262.5
2018,S,EN,US,05N,100W,-9,0,0,0,0,7.5,262.5
2019,S,EN,US,05N,100W,-9,0,0,0,0,7.5,262.5
2008,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2009,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2010,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2011,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2012,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2013,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2014,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2015,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2016,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2017,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2018,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2019,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2020,S,ES,EC,05S,100W,-9,0,0,0,0,-2.5,262.5
2000,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2001,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2002,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2003,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2004,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2005,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2006,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2007,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2008,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2009,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2010,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2011,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2012,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2013,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2014,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2015,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2016,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2017,S,ES,EP,05S,100W,-9,0,0,0,0,-2.5,262.5
2000,S,ES,ES,05S,100W,-9,0,0,0,0,-2.5,262.5
2010,S,ES,ES,05S,100W,-9,0,0,0,0,-2.5,262.5
2014,S,ES,SV,05S,100W,-9,0,0,0,0,-2.5,262.5
2020,S,ES,US,05S,100W,-9,0,0,0,0,-2.5,262.5
2000,S,EN,EP,10N,100W,-9,0,0,0,0,12.5,262.5
2001,S,EN,EP,10N,100W,-9,0,0,0,0,12.5,262.5
